Id,MSZoning,LotConfig,BldgType,Exterior1st,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice
1381,RL,Corner,1Fam,BrkFace,20,12925,7,1970,1970,0,1205,237500
941,RL,FR2,1Fam,VinylSd,60,8755,5,1999,1999,0,992,214000
1461,RL,Corner,1Fam,Wd Sdng,20,14267,6,1958,1958,0,1329,
2481,RL,FR3,2fmCon,HdBoard,190,8425,6,1971,1990,0,768,
547,RL,Inside,1Fam,VinylSd,85,7244,7,1970,1970,0,768,129500
1655,RL,Inside,Twnhs,Plywood,160,2349,5,1977,1977,0,855,
1406,RL,Corner,1Fam,HdBoard,85,8445,7,1972,2007,0,768,133000
263,RM,Corner,1Fam,Wd Sdng,50,5500,7,1929,2001,692,926,130000
2298,RL,Inside,1Fam,VinylSd,60,13069,5,2004,2004,0,1706,
1694,RL,Inside,1Fam,VinylSd,80,7750,5,1999,2000,0,384,
353,RM,Inside,1Fam,VinylSd,30,8520,8,1928,2003,0,624,105900
208,RL,Inside,1Fam,Plywood,60,14364,5,1988,1989,0,1157,277000
2713,FV,Inside,Twnhs,MetalSd,160,2544,5,2005,2005,0,600,
2028,FV,Inside,Twnhs,MetalSd,160,2280,5,1999,1999,0,744,
1606,RL,Inside,Duplex,Plywood,90,12760,5,1976,1976,0,1958,
2407,RL,Corner,1Fam,MetalSd,20,8250,7,1963,1963,0,1053,
1934,RL,Inside,1Fam,VinylSd,60,8139,5,1995,1996,0,680,
57,RL,Corner,1Fam,VinylSd,60,11645,5,2004,2004,0,860,196500
1378,RM,Inside,Twnhs,HdBoard,160,1953,5,1973,1973,0,483,83000
2129,RM,Inside,1Fam,MetalSd,70,10266,6,1952,1952,0,768,
561,RL,Inside,1Fam,HdBoard,20,10010,5,1974,1975,123,1389,170000
229,RL,Inside,TwnhsE,VinylSd,120,3182,5,2005,2006,0,1373,192500
1607,RL,Corner,1Fam,VinylSd,20,11896,5,2008,2008,0,1336,
1840,RL,Inside,Duplex,Plywood,90,10547,5,1978,1978,0,1152,
831,FV,Inside,TwnhsE,MetalSd,160,3180,5,2005,2005,0,600,151000
986,RM,Corner,1Fam,VinylSd,50,5310,8,1910,2003,0,485,117000
1813,RM,Corner,1Fam,MetalSd,30,7404,6,1920,1950,0,861,
2722,RL,Inside,1Fam,HdBoard,20,9360,7,1968,2004,0,976,
759,RL,Inside,1Fam,VinylSd,60,12257,5,1995,1995,64,1318,290000
707,RL,Inside,TwnhsE,MetalSd,120,6240,5,2006,2006,0,1324,254000
424,RL,Inside,1Fam,Wd Sdng,20,9000,5,1956,1956,0,1196,139000
69,RL,Corner,1Fam,BrkFace,50,15593,4,1953,1953,0,1304,225000
718,RL,Inside,1Fam,Wd Sdng,60,10542,5,1993,1994,0,1311,341000
2434,RL,Inside,1Fam,BrkFace,20,8000,5,1960,1960,154,1377,
2140,RL,CulDSac,1Fam,HdBoard,85,7703,8,1978,1978,0,450,
764,RL,CulDSac,TwnhsE,BrkFace,120,9549,5,1995,1996,1057,1494,270000
1100,RL,Inside,1Fam,Wd Sdng,30,8400,5,1920,1950,0,290,60000
802,RL,Inside,1Fam,WdShing,60,8199,5,2005,2005,0,728,189000
620,RL,Inside,1Fam,Stucco,30,8248,3,1914,1950,0,864,67000
2387,RL,Inside,Duplex,HdBoard,90,10899,5,1964,1964,0,0,
1113,RL,Inside,1Fam,Wd Sdng,20,8923,7,1953,2006,0,1008,134500
1173,RL,Inside,1Fam,MetalSd,50,18030,6,1946,1994,469,1598,200500
1044,RL,Inside,1Fam,BrkFace,20,9600,5,1981,1981,0,2524,278000
958,RL,Inside,1Fam,VinylSd,20,8450,5,2003,2003,0,1337,185000
2308,RL,Inside,TwnhsE,MetalSd,120,7841,5,2005,2005,0,1577,
2240,RL,Corner,1Fam,HdBoard,85,14137,5,1964,1964,247,1200,
1912,RM,Inside,1Fam,AsbShng,70,8660,6,1900,1993,0,760,
2005,FV,Inside,1Fam,VinylSd,20,8640,5,2007,2008,0,1363,
279,RL,Inside,1Fam,Plywood,60,10005,5,1977,1977,0,1160,192000
907,RL,Inside,1Fam,BrkFace,50,11500,7,1936,1987,0,1017,250000
767,RL,Inside,1Fam,VinylSd,50,12508,7,1940,1985,0,983,160000
781,RL,Inside,1Fam,VinylSd,60,7153,5,1992,1992,0,761,175900
1539,RM,Inside,2fmCon,MetalSd,190,9045,3,1910,1950,0,840,
2758,RL,Inside,1Fam,MetalSd,70,7200,8,1915,1950,0,663,
1099,RL,Inside,1Fam,Plywood,20,11880,5,1978,1978,0,1271,157000
596,RM,Inside,1Fam,VinylSd,70,3600,7,1910,1993,0,684,114504
858,RL,Inside,1Fam,HdBoard,20,10400,5,1976,1976,0,1090,152000
2375,RL,Inside,1Fam,VinylSd,20,12000,6,1980,1980,0,2002,
2646,RM,Inside,Twnhs,HdBoard,160,1680,5,1972,1972,0,525,
440,RL,Inside,1Fam,VinylSd,20,15431,5,2008,2008,539,3094,555000
508,RM,Inside,1Fam,MetalSd,70,9600,9,1928,2005,0,689,161000
76,RL,Inside,1Fam,VinylSd,20,8475,7,1956,1956,0,952,135750
1778,RL,Inside,1Fam,Wd Sdng,20,9533,5,1953,1953,0,0,
649,RM,Inside,Twnhs,CemntBd,180,1936,6,1970,1970,499,630,84500
522,RM,Corner,1Fam,CemntBd,50,5000,7,1947,1950,0,1004,159000
2400,RL,Inside,1Fam,VinylSd,20,5175,8,1958,2000,404,808,
2472,RM,Inside,2fmCon,MetalSd,190,4330,6,1958,1958,127,808,
1397,RM,Inside,1Fam,MetalSd,70,6120,8,1920,2004,0,939,137500
1206,RH,Inside,1Fam,HdBoard,20,8900,4,1966,1966,0,1056,107000
2451,RM,Corner,1Fam,Wd Sdng,75,13500,8,1879,1987,0,819,
1110,RL,Inside,1Fam,HdBoard,60,8000,5,1995,1996,0,773,188000
2383,RL,Inside,1Fam,MetalSd,60,10530,6,1993,1993,0,1148,
630,RM,Corner,1Fam,VinylSd,70,9000,6,1880,1991,0,636,124000
1393,RM,Inside,2fmCon,Wd Sdng,190,10800,7,1905,2000,0,482,163000
1410,RL,Inside,1Fam,VinylSd,60,12420,5,2001,2001,0,944,230000
811,RM,Inside,TwnhsE,VinylSd,120,4438,5,2004,2004,0,848,144500
482,RM,Corner,1Fam,Stucco,70,2500,8,1915,2005,0,910,155000
1801,RL,Corner,1Fam,MetalSd,50,8064,7,1948,1994,0,864,
1032,RL,Corner,1Fam,MetalSd,60,14541,7,1993,1993,0,1338,310000
2492,RL,Corner,1Fam,Wd Sdng,20,17541,7,1948,2005,0,409,
1897,RL,Inside,1Fam,Wd Sdng,70,5707,6,1935,1950,0,583,
438,RL,Inside,1Fam,WdShing,30,4280,6,1913,2002,0,440,90350
2130,RM,Inside,1Fam,Wd Sdng,50,6876,6,1938,1958,0,1272,
1442,FV,Inside,1Fam,VinylSd,60,11003,5,2008,2008,0,1017,310000
2241,RM,Inside,TwnhsE,CemntBd,120,4224,6,1975,1975,0,1040,
166,RL,Inside,1Fam,Wd Sdng,20,10708,5,1955,1993,768,1617,190000
59,RL,Inside,1Fam,HdBoard,20,7200,7,1972,1972,0,780,124900
611,RL,FR2,1Fam,HdBoard,80,10395,6,1978,1978,0,1032,148000
530,RL,Inside,1Fam,HdBoard,80,10200,5,1988,1989,0,1461,175000
1593,RH,Inside,Duplex,Plywood,90,7200,6,1967,1967,0,0,
49,RL,Inside,1Fam,HdBoard,20,7742,7,1966,1966,0,955,127000
2084,RL,Inside,1Fam,Wd Sdng,20,7590,5,1963,1963,0,1117,
1084,RL,Corner,1Fam,HdBoard,60,13031,5,1995,1996,0,691,187500
2263,RL,CulDSac,1Fam,VinylSd,20,51974,5,2006,2007,0,2660,
48,RM,Inside,2fmCon,MetalSd,190,4456,5,1920,2008,0,736,113000
719,RL,Inside,1Fam,HdBoard,20,9920,6,1969,1969,0,971,128500
1088,RM,Inside,Twnhs,VinylSd,160,2522,5,2004,2004,0,970,137500
1337,RM,Corner,1Fam,Wd Sdng,30,4118,4,1941,1950,0,693,52500
2808,RL,Corner,1Fam,HdBoard,80,10366,7,1964,1964,0,912,
1743,RL,Inside,1Fam,MetalSd,20,14694,9,1977,2008,136,1694,
632,RL,Inside,1Fam,Plywood,20,11900,5,1977,1977,0,1386,82500
1207,RL,Inside,1Fam,VinylSd,20,9135,5,2003,2003,0,1682,200000
2067,RL,Inside,Duplex,Wd Sdng,90,12436,5,1957,1957,0,1824,
842,RL,Inside,1Fam,HdBoard,80,9020,7,1966,1966,539,1127,174900
1361,RL,Inside,1Fam,VinylSd,20,16158,5,2005,2005,0,1530,260000
25,RL,Corner,1Fam,VinylSd,20,14230,5,2007,2007,0,1566,256300
1509,RL,Inside,1Fam,VinylSd,20,9600,5,1966,1966,0,1232,
1196,RL,Inside,1Fam,VinylSd,60,14054,5,2006,2006,0,879,219210
276,RL,Inside,1Fam,VinylSd,20,9196,5,2003,2003,0,1560,201000
2096,RM,Inside,1Fam,Wd Sdng,50,5914,9,1890,1996,0,684,
1260,RL,CulDSac,1Fam,VinylSd,60,24682,5,1999,1999,0,841,181000
2079,RL,Corner,1Fam,MetalSd,45,6390,7,1954,1954,0,936,
361,RL,Inside,1Fam,MetalSd,50,9144,5,1940,1982,0,883,145000
1116,RL,Inside,1Fam,VinylSd,80,7750,5,2002,2002,0,408,184100
1444,RL,FR2,1Fam,VinylSd,20,8500,5,2004,2004,0,1422,179600
1559,RH,Corner,2fmCon,Wd Sdng,190,6048,7,1910,1950,0,856,
2269,RL,Inside,1Fam,MetalSd,60,12090,7,1981,2003,0,725,
2582,RM,Inside,TwnhsE,CemntBd,120,5568,5,2006,2007,0,1573,
1725,RL,Inside,1Fam,HdBoard,60,7703,6,1992,1992,364,816,
1228,RL,Corner,TwnhsE,MetalSd,120,8769,5,2008,2008,0,1702,367294
2645,RM,Inside,Twnhs,HdBoard,160,1680,5,1972,1972,0,483,
297,FV,Inside,1Fam,VinylSd,60,7399,5,1997,1998,0,975,239000
1102,RL,Inside,1Fam,Wd Sdng,20,7000,7,1960,2002,0,1010,135000
240,FV,Inside,1Fam,VinylSd,20,9000,5,2008,2008,0,1566,262500
1711,FV,Corner,1Fam,VinylSd,20,8125,5,2008,2009,0,1836,
582,RL,Inside,Duplex,HdBoard,90,11841,5,1990,1990,0,816,118500
1972,RL,Inside,1Fam,VinylSd,60,8899,5,2007,2007,0,948,
998,RM,Inside,1Fam,Wd Sdng,30,9786,4,1922,1950,0,1007,91000
1293,RL,Inside,1Fam,HdBoard,60,10140,5,1976,1976,0,832,162900
1560,RL,Inside,Duplex,Plywood,90,10773,3,1967,1967,0,1832,
350,RL,Inside,TwnhsE,MetalSd,120,7820,5,2007,2007,0,1869,318061
2672,RL,Inside,TwnhsE,VinylSd,120,2938,5,2002,2002,0,1368,
1135,RM,Corner,1Fam,Wd Sdng,30,6180,5,1926,1950,0,960,102000
349,RL,Inside,1Fam,CemntBd,60,20431,5,2005,2006,0,1848,437154
1189,RL,Inside,1Fam,VinylSd,60,7500,5,1999,1999,0,994,189000
2364,FV,FR2,TwnhsE,MetalSd,120,4379,5,2004,2004,0,1378,
1842,RL,Inside,1Fam,HdBoard,20,11625,6,1967,1967,0,1052,
1105,RL,Corner,1Fam,HdBoard,60,12256,5,1994,1995,0,1463,325000
2015,RL,Inside,1Fam,VinylSd,60,8450,5,2001,2001,0,827,
657,RL,Inside,1Fam,Stucco,70,7200,6,1931,2000,0,776,149000
1789,RL,Corner,1Fam,VinylSd,30,10800,5,1890,1998,0,630,
1421,RL,Inside,TwnhsE,Plywood,120,4043,5,1977,1977,0,1069,127500
1151,RL,Inside,1Fam,HdBoard,20,17755,4,1959,1959,0,1466,149900
2399,RL,Inside,1Fam,MetalSd,50,3500,5,1945,1950,0,370,
952,RL,Inside,1Fam,WdShing,85,7200,8,1972,2003,0,768,133900
2507,RL,Inside,1Fam,VinylSd,20,10235,5,2007,2007,0,1643,
1029,RM,Inside,Twnhs,HdBoard,160,1680,7,1972,1972,0,672,118000
1586,RL,Corner,1Fam,VinylSd,20,8842,6,1954,1954,0,381,
969,RL,Inside,2fmCon,HdBoard,190,10382,5,1958,1958,0,588,140000
538,RL,Inside,1Fam,Plywood,20,11553,5,1968,1968,0,1051,158000
916,C (all),Inside,1Fam,AsbShng,20,9000,3,1949,1950,0,480,35311
1418,RL,Inside,1Fam,HdBoard,20,9204,5,1963,1963,872,1144,124000
2310,RL,Inside,TwnhsE,VinylSd,120,3242,5,2003,2003,0,1405,
2149,RL,CulDSac,1Fam,Plywood,20,20270,6,1979,1979,0,1524,
962,RL,Corner,TwnhsE,Plywood,160,2308,6,1976,1976,0,804,155000
786,RM,Inside,1Fam,MetalSd,50,10800,6,1915,1950,0,686,139000
2621,RL,Inside,1Fam,HdBoard,60,9783,5,1996,1996,0,821,
2665,RL,Inside,TwnhsE,MetalSd,120,6373,5,2006,2006,0,1666,
788,RM,Corner,1Fam,MetalSd,20,6000,7,1954,2000,0,901,107900
1376,RL,Inside,1Fam,Wd Sdng,30,6292,5,1930,1950,0,768,91000
862,RL,Corner,1Fam,HdBoard,20,9672,5,1984,1985,0,1040,152000
1882,RL,Inside,1Fam,VinylSd,60,8749,5,2002,2002,0,840,
714,RL,CulDSac,1Fam,HdBoard,60,13517,8,1976,2005,0,725,130500
803,RL,Inside,1Fam,VinylSd,60,13891,5,2008,2009,0,1734,582933
1222,RL,Inside,1Fam,Wd Sdng,50,10496,6,1949,1950,0,1040,143000
1436,RL,FR2,1Fam,HdBoard,20,9000,6,1971,1971,0,864,120500
123,RL,Inside,TwnhsE,Plywood,120,7892,5,1993,1993,0,1199,153900
2225,RL,Inside,1Fam,HdBoard,20,9990,5,1991,1991,0,1680,
2595,RL,Inside,1Fam,VinylSd,20,11305,5,2002,2002,0,1922,
978,RL,Inside,1Fam,MetalSd,20,9450,5,1954,1954,0,894,110000
618,RL,Inside,1Fam,CemntBd,20,11694,5,2007,2007,0,1822,314813
406,RL,Inside,1Fam,MetalSd,50,10480,5,1936,1950,0,1064,115000
1075,RL,Inside,1Fam,Wd Sdng,70,13125,6,1940,1984,0,800,219500
1462,RL,Inside,1Fam,VinylSd,60,13830,5,1997,1998,0,928,
1584,RM,Inside,TwnhsE,VinylSd,120,4435,5,2003,2003,0,848,
497,RL,Inside,1Fam,Wd Sdng,50,9120,6,1925,1950,0,1026,184000
1123,RL,Inside,1Fam,VinylSd,20,9405,9,1947,2008,0,698,118000
325,RM,Inside,1Fam,MetalSd,45,5000,6,1941,1950,0,720,87000
342,RL,Inside,Duplex,Stucco,90,8544,4,1949,1950,0,0,87500
2202,RL,Corner,1Fam,Wd Sdng,70,9650,3,1923,1950,0,784,
782,RL,Inside,1Fam,VinylSd,20,16285,5,2001,2002,0,1413,187100
2302,RL,Inside,1Fam,VinylSd,20,9254,5,2005,2005,0,1721,
299,RL,Inside,1Fam,HdBoard,20,14000,8,1950,2004,0,1092,158500
1023,RL,Inside,TwnhsE,VinylSd,120,3182,5,2005,2006,0,1346,191000
1429,RL,Corner,1Fam,MetalSd,20,12546,7,1981,1981,0,1440,182900
1978,RL,Inside,TwnhsE,MetalSd,120,10110,5,2008,2008,0,1858,
2608,RL,Corner,1Fam,Plywood,60,8286,7,1977,1977,0,716,
2735,RL,Inside,1Fam,Wd Sdng,60,9462,6,1949,1973,0,704,
1576,RL,Inside,1Fam,VinylSd,20,7360,5,2010,2010,0,1222,
220,RL,Inside,1Fam,VinylSd,20,8990,5,2006,2006,0,1498,204900
1547,RM,Inside,1Fam,Wd Sdng,50,6000,7,1948,1950,0,780,
912,RM,Inside,1Fam,MetalSd,30,6120,7,1925,1950,0,768,88000
449,RM,Inside,1Fam,MetalSd,50,6000,7,1948,2002,0,649,120000
2378,RL,Inside,1Fam,VinylSd,60,8000,6,1970,1970,0,1008,
2759,RL,Inside,1Fam,VinylSd,50,10818,4,1910,1950,0,1077,
1814,RM,Corner,1Fam,MetalSd,30,5925,4,1940,1950,0,0,
84,RL,Inside,1Fam,HdBoard,80,8530,5,1995,1996,0,384,168500
1391,RL,Inside,Duplex,Plywood,90,8944,5,1967,1967,0,1584,124000
776,RL,Inside,1Fam,VinylSd,20,11210,5,2005,2006,0,1614,221500
841,RM,Inside,1Fam,MetalSd,70,10440,8,1904,2002,0,650,157500
621,RL,Inside,1Fam,HdBoard,60,10800,7,1974,1997,182,1522,240000
1073,RL,Corner,1Fam,HdBoard,60,7950,6,1977,1977,0,690,159500
266,RL,FR2,1Fam,VinylSd,60,11207,5,1997,1997,0,802,185000
1159,RL,Inside,1Fam,HdBoard,60,9120,6,1974,1974,0,901,185000
290,RL,Inside,1Fam,VinylSd,60,15611,5,2006,2006,0,1079,233230
1488,FV,Inside,1Fam,VinylSd,20,9215,5,2009,2010,0,1218,
1940,RL,Corner,1Fam,VinylSd,60,11184,5,1998,1998,0,932,
2738,RL,Inside,1Fam,HdBoard,80,12700,5,1964,1964,0,1246,
416,RL,Inside,1Fam,HdBoard,60,7844,7,1978,1978,0,672,149500
472,RM,Inside,TwnhsE,VinylSd,180,3675,5,2005,2005,0,547,148000
604,RL,Inside,1Fam,VinylSd,20,12803,5,2002,2002,0,1494,221000
2663,RL,Inside,TwnhsE,MetalSd,120,5911,5,2005,2005,0,1560,
2478,RL,Inside,1Fam,HdBoard,20,14299,3,1964,1964,144,1005,
2630,RL,CulDSac,1Fam,VinylSd,60,16052,5,2006,2006,0,1850,
2405,RL,Inside,1Fam,VinylSd,20,8760,7,1957,1999,0,936,
2826,RL,Inside,1Fam,MetalSd,50,9525,5,1953,1953,0,1000,
654,RL,Inside,1Fam,MetalSd,20,10437,6,1995,1995,0,2109,350000
2071,RL,Inside,1Fam,Wd Sdng,50,10836,5,1922,1950,0,892,
2221,RM,Inside,TwnhsE,CemntBd,120,3811,5,2004,2005,0,1594,
1200,RL,Inside,1Fam,MetalSd,20,9353,5,1970,1970,0,864,116050
821,RM,Inside,2fmCon,MetalSd,20,6000,4,1953,1953,0,936,93000
343,RL,Inside,TwnhsE,MetalSd,120,8849,5,2005,2005,0,1684,266000
2679,RL,Corner,1Fam,VinylSd,60,9545,5,2000,2000,0,1160,
2910,RM,Inside,TwnhsE,CemntBd,160,1484,4,1972,1972,0,546,
1298,RL,Corner,1Fam,Stucco,60,63887,5,2008,2008,0,6110,160000
2023,RL,Inside,1Fam,HdBoard,60,9205,5,1990,1991,0,930,
278,RL,Inside,1Fam,CemntBd,20,14450,5,2006,2007,0,2121,415298
2686,RL,CulDSac,1Fam,VinylSd,20,15218,5,2006,2006,0,1670,
1513,RL,Inside,Duplex,HdBoard,90,13260,6,1962,2001,0,1728,
1578,RL,Corner,1Fam,VinylSd,85,11105,5,1996,1996,0,870,
1359,RL,FR3,1Fam,VinylSd,20,16737,5,2004,2005,0,1980,315000
18,RL,Inside,1Fam,VinylSd,20,13695,5,2004,2004,0,1114,159000
613,RL,Inside,1Fam,VinylSd,20,8402,5,2007,2007,0,1120,147000
643,RL,Inside,1Fam,WdShing,60,10793,5,1969,1969,287,780,152000
2692,RL,Corner,1Fam,VinylSd,20,11024,5,2005,2006,0,1400,
1179,RL,Corner,1Fam,Wd Sdng,20,8335,5,1954,1954,0,0,93000
1058,RL,Inside,1Fam,VinylSd,60,11308,5,2008,2008,0,1104,335000
2095,RM,Inside,1Fam,MetalSd,30,6756,6,1910,1950,0,481,
2649,RL,FR2,Twnhs,Plywood,120,2280,7,1976,1976,492,1055,
1532,RM,Inside,1Fam,MetalSd,20,5805,7,1957,1957,1073,1347,
1097,RL,Inside,TwnhsE,HdBoard,120,3696,5,1986,1986,0,1074,170000
1161,RL,CulDSac,1Fam,HdBoard,20,14778,7,1954,2006,0,1296,224000
1014,RL,Inside,1Fam,MetalSd,20,11664,5,1948,1950,0,1082,119200
2351,FV,Corner,1Fam,VinylSd,20,11824,5,2006,2006,0,1685,
2371,FV,Inside,1Fam,CemntBd,20,7321,5,1999,2000,0,1339,
1517,RL,Corner,Duplex,HdBoard,90,8267,5,1958,1958,0,1604,
2014,RL,CulDSac,1Fam,VinylSd,60,14565,5,1994,1995,0,832,
680,RL,Inside,TwnhsE,Plywood,120,8012,5,1980,1980,119,923,143000
1011,RL,Inside,Duplex,AsphShn,90,9825,5,1965,1965,0,0,100000
1437,RL,FR2,1Fam,VinylSd,20,12444,5,2008,2008,0,1932,394617
1847,RL,Corner,1Fam,Wd Sdng,20,9000,2,1947,1950,0,0,
2802,RL,Corner,Duplex,BrkFace,90,11136,5,1964,1964,0,1921,
219,RL,Inside,TwnhsE,VinylSd,120,3010,5,2005,2006,0,1248,167240
601,RM,Inside,1Fam,Wd Sdng,50,9000,6,1937,1950,0,780,141000
360,RL,CulDSac,1Fam,VinylSd,85,7540,6,1978,1978,0,888,156000
1590,RL,Inside,1Fam,WdShing,20,6410,5,1958,1958,0,960,
303,RL,Corner,1Fam,VinylSd,20,9800,7,1972,1972,0,894,149900
52,RM,Corner,Duplex,Wd Sdng,90,8472,5,1963,1963,712,816,110000
2077,RL,Inside,1Fam,BrkFace,20,8000,5,1962,1962,319,1027,
1235,RL,Inside,1Fam,Wd Sdng,70,13132,5,1914,1950,0,747,138887
1710,FV,Inside,1Fam,VinylSd,60,10603,5,2006,2006,0,900,
1615,RM,Inside,TwnhsE,CemntBd,160,1900,4,1970,1970,0,546,
2819,RL,Corner,1Fam,MetalSd,20,9375,5,1954,1954,0,967,
2179,RM,Corner,Duplex,VinylSd,90,10126,5,1997,1998,162,1838,
344,RM,Inside,TwnhsE,CemntBd,160,2592,3,1976,1976,232,536,85000
839,RL,Inside,1Fam,MetalSd,50,11767,6,1946,1995,0,768,130500
1174,RL,Inside,1Fam,Wd Sdng,70,16560,8,1932,1950,0,952,239000
2251,RL,Inside,1Fam,MetalSd,20,10667,6,1971,1971,0,1587,
2533,RL,Inside,1Fam,HdBoard,20,11927,5,1994,1995,465,1556,
1230,RL,Inside,Duplex,Plywood,90,18890,5,1977,1977,211,1361,190000
647,RL,Inside,1Fam,Wd Sdng,20,10452,5,1953,1953,0,1094,155000
2564,RL,Inside,1Fam,Wd Sdng,20,13108,5,1951,1951,0,0,
1997,RL,Inside,1Fam,VinylSd,20,11675,5,1998,1998,0,1982,
1770,RL,Inside,1Fam,BrkFace,20,8750,5,1956,1956,202,1202,
2917,RL,Inside,1Fam,HdBoard,85,10441,5,1992,1992,0,912,
1511,RL,Inside,1Fam,Wd Sdng,20,9680,6,1967,1967,0,1510,
2751,RL,Inside,1Fam,BrkFace,30,21299,5,1941,1963,0,929,
1018,RL,FR2,1Fam,HdBoard,80,10784,5,1991,1992,0,384,160000
1475,RL,Inside,1Fam,VinylSd,60,12858,5,2009,2010,0,1590,
192,RL,Inside,1Fam,VinylSd,20,9017,5,1999,1999,0,1431,192000
801,RM,Inside,1Fam,MetalSd,30,4800,7,1916,1990,0,1196,109900
174,RL,Inside,1Fam,VinylSd,20,12416,5,1986,1986,208,1606,184000
85,RL,Corner,1Fam,HdBoard,60,16059,5,1991,1992,0,1288,260000
990,RL,Inside,1Fam,VinylSd,60,9452,5,1997,1998,0,1396,348000
1956,RL,Inside,1Fam,HdBoard,20,10400,5,1976,1976,0,1444,
2312,RL,Inside,1Fam,VinylSd,60,10237,5,2005,2006,0,768,
351,RL,Inside,1Fam,Wd Sdng,120,5271,5,1986,1986,0,1453,190000
668,RL,Corner,1Fam,CemntBd,20,14175,6,1956,1987,0,1188,168000
2441,RM,Inside,1Fam,MetalSd,30,3153,6,1920,1990,0,967,
128,RL,Inside,1Fam,VinylSd,60,7590,5,1966,1966,0,660,155000
340,RL,Inside,1Fam,VinylSd,60,14191,5,2002,2002,0,967,202900
7,RL,Corner,1Fam,HdBoard,60,10382,6,1973,1973,32,1107,200000
1064,RL,CulDSac,1Fam,Plywood,20,11000,6,1966,1966,230,1154,154000
891,RL,Inside,1Fam,HdBoard,60,11184,5,1978,1978,500,918,172500
2815,RL,Inside,1Fam,Plywood,20,20355,6,1967,1967,826,1865,
945,RM,Corner,1Fam,VinylSd,50,8820,6,1890,1996,0,1088,124900
1338,RL,Corner,1Fam,VinylSd,60,13450,5,2002,2002,0,916,200000
307,RM,Inside,1Fam,MetalSd,50,7920,7,1920,1950,0,319,89500
812,C (all),Inside,1Fam,Wd Sdng,20,8712,5,1952,1952,0,540,55993
637,RM,Inside,2fmCon,Wd Sdng,190,6000,4,1954,1954,0,811,93000
383,RH,Corner,1Fam,Wd Sdng,45,9000,3,1928,1950,0,784,76000
1712,FV,Inside,1Fam,VinylSd,20,10625,5,2006,2007,0,1652,
2459,RM,Inside,1Fam,VinylSd,50,6240,5,1938,1950,0,861,
2703,RL,Inside,1Fam,HdBoard,20,9240,6,1962,2002,0,864,
1149,RM,Inside,1Fam,VinylSd,70,9000,9,1920,1988,0,650,143000
2002,RL,Inside,1Fam,VinylSd,60,9801,5,2007,2007,0,1341,
177,RL,Inside,1Fam,MetalSd,50,13650,5,1958,1958,441,1052,172500
426,RL,Inside,1Fam,Wd Sdng,80,12800,5,1989,1989,0,1518,275000
494,RM,Inside,1Fam,MetalSd,30,5784,8,1938,1996,0,190,91300
183,RM,Inside,1Fam,VinylSd,50,11426,5,2003,2003,0,1362,200000
1269,RL,Inside,1Fam,MetalSd,50,11344,5,1958,1958,0,874,144000
1244,RL,Corner,1Fam,BrkFace,70,11435,7,1929,1950,0,792,230000
184,RL,Inside,1Fam,AsbShng,50,7438,8,1908,1991,0,504,127000
1966,RL,Inside,1Fam,VinylSd,20,12704,5,2007,2007,0,1582,
1583,RL,Inside,1Fam,VinylSd,60,9375,5,1997,1997,0,1040,
2366,FV,Inside,TwnhsE,VinylSd,120,3784,5,2006,2007,0,1511,
2823,RL,Inside,1Fam,Plywood,80,11679,5,1962,1962,1164,1776,
2134,RM,Inside,1Fam,Wd Sdng,30,10320,8,1912,1991,0,451,
810,RL,Inside,1Fam,HdBoard,20,10140,6,1974,1999,377,1040,181000
1993,RL,FR2,1Fam,VinylSd,60,12460,5,1999,2000,0,1037,
1340,RL,Inside,1Fam,MetalSd,20,8294,5,1971,1971,0,858,123000
2374,RL,FR2,TwnhsE,BrkFace,120,9466,5,1994,1995,1037,1494,
1208,RL,Inside,1Fam,MetalSd,20,7763,7,1962,1980,108,931,140000
275,RL,Inside,1Fam,Wd Sdng,50,7264,7,1925,2007,0,952,205000
489,RM,Inside,Twnhs,CemntBd,180,1526,8,1970,2002,0,630,86000
2325,RL,Corner,1Fam,VinylSd,80,11950,5,2003,2003,0,384,
1752,RL,Inside,1Fam,HdBoard,20,9600,5,1967,1967,0,1568,
690,RM,Inside,TwnhsE,VinylSd,120,4426,5,2004,2004,0,848,141000
1536,RM,Inside,1Fam,AsbShng,30,9656,2,1923,1970,0,678,
2635,RL,Inside,1Fam,Plywood,60,10530,5,1978,1978,0,945,
1465,RL,Corner,1Fam,HdBoard,60,10000,5,1993,1994,0,763,
2064,RL,Inside,1Fam,MetalSd,20,12774,5,1953,1953,128,984,
756,RL,Inside,1Fam,VinylSd,60,10769,5,2007,2007,0,866,212000
2484,RL,Corner,1Fam,Plywood,20,8169,7,1966,1966,435,912,
2689,FV,Corner,1Fam,VinylSd,60,13162,5,2006,2006,0,2036,
1103,RL,Corner,1Fam,BrkFace,20,8910,6,1959,1959,0,655,159500
118,RL,Corner,1Fam,Plywood,60,12376,5,1990,1990,0,1673,320000
0,RL,Inside,1Fam,VinylSd,60,8450,5,2003,2003,0,856,208500
1242,RL,Inside,1Fam,Plywood,85,10625,6,1974,1974,168,1053,170000
281,FV,Inside,1Fam,VinylSd,20,7200,5,2006,2006,0,1262,185000
2555,RL,Inside,1Fam,MetalSd,20,8172,5,1955,1955,0,768,
